NAME,ref_G,ref_FGA,ref_FTA,ref_PF,ref_PTS,ref_FGA_pgrel,ref_FTA_pgrel,ref_PF_pgrel,ref_PTS_pgrel,ref_home_win_loss,ref_home_FGA,ref_home_FTA,ref_home_PF,ref_home_PTS,ref_away_win_loss,ref_away_FGA,ref_away_FTA,ref_away_PF,ref_away_PTS,ref_win_loss_hvrel,ref_FGA_hvrel,ref_FTA_hvrel,ref_PF_hvrel,ref_PTS_hvrel
Eli Roe,615,163.5370732,48.93121951,41.9604878,199.6203252,0.121300813,0.577398374,0.256422764,0.580813008,0.60322439,82.25756098,24.71105691,20.70211382,101.3926829,0.39677561,81.30813008,24.22926829,21.27609756,98.23593496,0.01724065,0.897886179,-0.677398374,0.180650407,0.190243902
Haywoode Workman,642,167.5936137,45.95233645,40.09049844,204.8794393,-0.272274143,-0.418691589,-0.504361371,-0.582087227,0.582518692,83.88971963,23.44548287,19.69735202,103.3130841,0.417481308,83.71869159,22.52274143,20.38193146,101.5554517,-0.009278816,0.243925234,-0.020249221,-0.002959502,-0.91728972
Kane Fitzgerald,779,168.9887035,46.8508344,41.29525032,208.1096277,-0.411424904,0.910526316,0.841206675,0.298587933,0.612383825,84.32618742,23.62464698,20.49409499,105.4283697,0.387616175,84.65134788,23.25404365,20.80937099,102.6880616,0.061202824,-0.26508344,-0.453273427,0.293196406,0.155455712
Scott Bolnick,25,162.824,46.952,41.244,198.264,-0.268,0.996,1.216,2.436,0.43984,82.42,21.616,21.628,99.512,0.56016,80.472,25.372,19.68,98.816,-0.32012,1.916,-4.828,2.788,-2.36
Steve Anderson,211,168.2104265,47.06824645,40.85118483,205.9279621,0.38957346,0.803791469,0.428436019,2.313744076,0.59743128,83.94123223,24.3957346,19.84407583,104.3805687,0.40256872,84.25165877,22.61042654,21.08104265,101.5540284,0.02763981,-0.160663507,0.806161137,-0.515165877,0.109952607
Sir Allen Conner,11,163.5909091,45.13636364,39.44545455,191.8090909,0.390909091,0.372727273,0.181818182,-1.727272727,0.909090909,79.9,25.02727273,18.44545455,99.71818182,0.090909091,83.66363636,20.10909091,20.97272727,92.09090909,0.632,-3.790909091,3.772727273,-1.709090909,4.718181818
Brenda Pantoja,7,167.4428571,42.87142857,41.84285714,206.3,2.585714286,-2.728571429,1.414285714,7.557142857,0.285571429,81.14285714,21.31428571,21.44285714,101.8571429,0.714428571,86.3,21.55714286,20.44285714,104.4428571,-0.625428571,-5.042857143,-1.3,1.6,-5.528571429
Kipp Kissinger,2,169,39.5,37,178.5,1.9,-6.2,-3.4,-21.5,1,89,18,19,95,0,80,21.5,18,83.5,0.85,9.1,-4.3,1.6,9.1
Vladimir Voyard-Tadal,12,169.2,49.83333333,42.4,213.3333333,-2.466666667,5.5,2.666666667,1.133333333,0.666666667,82.06666667,26.33333333,20.33333333,110.5,0.333333333,87.06666667,23.5,22.06666667,102.8666667,0.172333333,-4.933333333,2.166666667,-1.133333333,5.266666667
Randy Richardson,6,173.8,36.7,35,209.2,1.7,-6.7,-4.7,-3.5,0.5,91.3,15.7,19,105.8,0.5,82.5,21,16,103.3,-0.158,8.8,-5.8,3.5,0.4
